"beta0","beta1Age","beta2Educ"
6.09606312648955,0.0186666486922108,0.215907573378015
6.07739233066644,0.0180711751624431,0.219979175338492
5.99993988777446,0.0186881957738597,0.224698624827143
6.03921053875796,0.017869777620776,0.224821303379384
6.07768966910604,0.0176408044761204,0.221777929809919
6.07223035607636,0.0181097287289425,0.221003755590669
6.0632060752041,0.0186186665596592,0.2193635063551
6.10171884727763,0.0182956368645127,0.217891122187224
6.05740994538768,0.0187074188405949,0.220084799827259
6.04411547551099,0.0187117654027726,0.221087513803935
6.04528965738741,0.0182097368086167,0.222105922534391
6.09280335053121,0.0179886989182608,0.219300345712244
6.06721591259939,0.0186220860551775,0.219735289266719
6.11939028207116,0.0181443479089331,0.21562587990182
6.08590317253859,0.0180417009574997,0.219885318625573
6.08658357391046,0.0183379837172155,0.218329306754455
6.06173719952158,0.0183923159763043,0.220404187601396
6.1224154663177,0.0179288877286907,0.216931661796153
6.11986311731702,0.0178464366135533,0.217292860855987
6.07137140847931,0.0182581861040248,0.21936872386796
6.09356880029604,0.0181792011048466,0.21844510600815
6.08799095449017,0.0182042150837942,0.218737880001628
6.09006731269711,0.0176463822857265,0.221306110414656
6.08690076928041,0.0181625548568678,0.219078322121549
6.1154599900337,0.0178913604342793,0.217067628079265
6.13561907331104,0.0172888032961234,0.218491886756412
6.06647885637143,0.0179271734381286,0.221618204457363
6.10920474879856,0.0178303094126924,0.218156619473943
6.08800539114088,0.017872746819792,0.220623646910062
6.08112680603826,0.0184305640019161,0.219118530631799
6.08886827198163,0.0185265713257985,0.217184335625012
6.05151128407853,0.0186839862682651,0.220777396350707
6.08980766681155,0.0184301273695036,0.217439837568648
6.017517390645,0.0186018072392094,0.223007085083512
6.11171446139191,0.0182177915100334,0.2167728357397
6.0775594285686,0.0181877859203625,0.220039743297651
6.1045212408168,0.0181303877759163,0.2178850956816
6.01565621271531,0.0187757356224457,0.222532881189197
6.14856328003389,0.0175559891318542,0.216653019757819
6.0550843345051,0.0182697564150096,0.221712664088676
6.09257022120232,0.0179169714742587,0.220010460799956
6.13206689122132,0.0175042966948615,0.21744048395193
6.10555653845158,0.0182163383004625,0.217316238105455
6.07098134166729,0.0179020901912889,0.222740344559919
6.10065076607867,0.0182077074864855,0.218033958727002
6.1335015031327,0.0179106782829067,0.216353344949928
6.05993925965081,0.0181144751509028,0.221827609603966
6.10350758586306,0.0176203392813303,0.220310894201109
6.0936707557966,0.0180410358115021,0.218542736594247
6.10259597345359,0.0178947360394302,0.218567208807706
6.07431608276844,0.0181436019978364,0.22036516538433
6.08055047986287,0.0183367955077483,0.219549310420522
6.06174076481045,0.0185056148975064,0.219701321302024
6.11818075106575,0.0179988573312367,0.216495649414739
6.09046962095444,0.0182286492920315,0.218347531411584
6.09562185536279,0.0183709295487785,0.217523927467249
6.07069520829706,0.0183429281374757,0.22018170496988
6.05401047824889,0.0183072535496786,0.221509440884628
6.08091502914077,0.0182530845465673,0.220152918654904
6.03884258760315,0.0182378043215558,0.224238549326702
6.02628450165242,0.018844634923634,0.221612150085208
6.09370488988815,0.0181922308156734,0.218680387850801
6.09257512745512,0.017996761093025,0.219361398456866
6.09722947024379,0.0176904619200351,0.219490598280346
6.06398715897215,0.0186539612330477,0.219970550871738
6.07041248413727,0.018183173443351,0.220509706534016
6.05356986512029,0.0186053503813444,0.22054898588234
6.05017187813852,0.018518984679395,0.220547486478489
6.04689720325563,0.0180859069942713,0.222475308966677
6.05534717438963,0.0183829890611083,0.220530003131677
6.02474818038465,0.0186692788200941,0.223082026107899
6.14356592826537,0.0178184323738811,0.214713049909765
6.07718809977728,0.0182305198130901,0.219680780264334
6.08095516270146,0.0182578521702721,0.219228002834489
6.09739407161938,0.0181829153756249,0.217881561118736
6.08123826323837,0.0184970257527361,0.217927635670046
6.10291324157701,0.0177233249365372,0.219938630052447
6.07931208802203,0.0184191119199323,0.219046659420206
6.08435665340822,0.0181835446754786,0.218682895603459
6.07391171308049,0.018572182283395,0.218642412268271
6.09508038631037,0.0181253326454781,0.218994085855619
6.09313294767734,0.0179553465805536,0.219782252464685
6.03389830492165,0.0185715339124758,0.221832843901879
6.05510205152408,0.0183397302943299,0.220681014723649
6.09182175011927,0.0177132704076136,0.220869325067557
6.05587233416971,0.0182153194206685,0.220860872028732
6.06082476633317,0.0183578286116092,0.220088109516209
6.06044949830468,0.0183331170729778,0.220039703728981
6.07330577868038,0.01808038544566,0.220887778239552
6.11906198732865,0.0179633605725871,0.217089717001466
6.06417445967728,0.0182366237867929,0.2208943022826
6.0944748614359,0.0179813155441504,0.218690800959854
6.03264349213166,0.0189924677117805,0.220529802819582
6.15901192480002,0.0175771266143286,0.215349409519311
6.07582865595656,0.0180367297025561,0.220823311372372
6.10364835460427,0.0181773692361565,0.217239227964697
6.05404495844986,0.0180223670702939,0.223552559772839
6.06775866255372,0.0180048099401652,0.222219542625087
6.10818282988917,0.0174805353007878,0.219256626943353
6.07743497242539,0.018142386904535,0.220249468502015
